component,category,sourceSvg,riveComponent,requiredInQA,style,reference,colorBindings,tags,notes
Component_Hair_Afro_Large,hair,assets/svg/hair/Component_Hair_Afro_Large.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_HighPuff,hair,assets/svg/hair/Component_Hair_HighPuff.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_TwoPuff,hair,assets/svg/hair/Component_Hair_TwoPuff.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_Twists_Short,hair,assets/svg/hair/Component_Hair_Twists_Short.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_Twists_Long,hair,assets/svg/hair/Component_Hair_Twists_Long.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_Locs_Short,hair,assets/svg/hair/Component_Hair_Locs_Short.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_Locs_Medium,hair,assets/svg/hair/Component_Hair_Locs_Medium.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_Locs_Long,hair,assets/svg/hair/Component_Hair_Locs_Long.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_Braids_Single,hair,assets/svg/hair/Component_Hair_Braids_Single.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_BoxBraids_Medium,hair,assets/svg/hair/Component_Hair_BoxBraids_Medium.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_BoxBraids_Long,hair,assets/svg/hair/Component_Hair_BoxBraids_Long.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_Cornrows,hair,assets/svg/hair/Component_Hair_Cornrows.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_BantuKnots,hair,assets/svg/hair/Component_Hair_BantuKnots.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_Ponytail_Low,hair,assets/svg/hair/Component_Hair_Ponytail_Low.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_Ponytail_High,hair,assets/svg/hair/Component_Hair_Ponytail_High.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_Bun,hair,assets/svg/hair/Component_Hair_Bun.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_Bob,hair,assets/svg/hair/Component_Hair_Bob.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_SidePart,hair,assets/svg/hair/Component_Hair_SidePart.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_CenterPart,hair,assets/svg/hair/Component_Hair_CenterPart.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_Manbun,hair,assets/svg/hair/Component_Hair_Manbun.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_Hair_Reference_AuburnLongCurly,hair,assets/svg/hair/Component_Hair_Reference_AuburnLongCurly.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarHairBaseColor;avatarHairShadowColor;avatarHairHighlightColor;avatarHairAccentColor,,
Component_FacialHair_None,facial_hair,assets/svg/facial_hair/Component_FacialHair_None.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarFacialHairBaseColor;avatarFacialHairShadowColor,,
Component_FacialHair_Stubble,facial_hair,assets/svg/facial_hair/Component_FacialHair_Stubble.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarFacialHairBaseColor;avatarFacialHairShadowColor,,
Component_FacialHair_Moustache,facial_hair,assets/svg/facial_hair/Component_FacialHair_Moustache.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarFacialHairBaseColor;avatarFacialHairShadowColor,,
Component_FacialHair_Goatee,facial_hair,assets/svg/facial_hair/Component_FacialHair_Goatee.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarFacialHairBaseColor;avatarFacialHairShadowColor,,
Component_FacialHair_Beard_Short,facial_hair,assets/svg/facial_hair/Component_FacialHair_Beard_Short.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarFacialHairBaseColor;avatarFacialHairShadowColor,,
Component_FacialHair_Beard_Full,facial_hair,assets/svg/facial_hair/Component_FacialHair_Beard_Full.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarFacialHairBaseColor;avatarFacialHairShadowColor,,
Component_FacialHair_Beard_Shaped,facial_hair,assets/svg/facial_hair/Component_FacialHair_Beard_Shaped.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarFacialHairBaseColor;avatarFacialHairShadowColor,,
Component_FacialHair_Sideburns,facial_hair,assets/svg/facial_hair/Component_FacialHair_Sideburns.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarFacialHairBaseColor;avatarFacialHairShadowColor,,
Component_HeadCovering_None,head_covering,assets/svg/head_covering/Component_HeadCovering_None.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_HeadCovering_Hijab,head_covering,assets/svg/head_covering/Component_HeadCovering_Hijab.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_HeadCovering_Turban,head_covering,assets/svg/head_covering/Component_HeadCovering_Turban.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_HeadCovering_Patka,head_covering,assets/svg/head_covering/Component_HeadCovering_Patka.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_HeadCovering_Durag,head_covering,assets/svg/head_covering/Component_HeadCovering_Durag.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_HeadCovering_Headscarf,head_covering,assets/svg/head_covering/Component_HeadCovering_Headscarf.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_HeadCovering_Beanie,head_covering,assets/svg/head_covering/Component_HeadCovering_Beanie.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_HeadCovering_Cap,head_covering,assets/svg/head_covering/Component_HeadCovering_Cap.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_HeadCovering_Wrap,head_covering,assets/svg/head_covering/Component_HeadCovering_Wrap.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Marking_None,markings,assets/svg/markings/Component_Marking_None.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarMarkingColor;avatarMarkingOpacity,,
Component_Marking_CheekScar,markings,assets/svg/markings/Component_Marking_CheekScar.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarMarkingColor;avatarMarkingOpacity,,
Component_Marking_BrowScar,markings,assets/svg/markings/Component_Marking_BrowScar.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarMarkingColor;avatarMarkingOpacity,,
Component_Marking_ChinScar,markings,assets/svg/markings/Component_Marking_ChinScar.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarMarkingColor;avatarMarkingOpacity,,
Component_Marking_Birthmark_Small,markings,assets/svg/markings/Component_Marking_Birthmark_Small.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarMarkingColor;avatarMarkingOpacity,,
Component_Marking_Birthmark_Large,markings,assets/svg/markings/Component_Marking_Birthmark_Large.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarMarkingColor;avatarMarkingOpacity,,
Component_Marking_Mole,markings,assets/svg/markings/Component_Marking_Mole.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarMarkingColor;avatarMarkingOpacity,,
Component_Marking_FreckleCluster,markings,assets/svg/markings/Component_Marking_FreckleCluster.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarMarkingColor;avatarMarkingOpacity,,
Component_Marking_EyeBags,markings,assets/svg/markings/Component_Marking_EyeBags.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarMarkingColor;avatarMarkingOpacity,,
Component_Marking_Bandage_Cheek,markings,assets/svg/markings/Component_Marking_Bandage_Cheek.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarMarkingColor;avatarMarkingOpacity,,
Component_Marking_Bandage_Nose,markings,assets/svg/markings/Component_Marking_Bandage_Nose.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarMarkingColor;avatarMarkingOpacity,,
Component_Marking_Vitiligo_FacePatch,markings,assets/svg/markings/Component_Marking_Vitiligo_FacePatch.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarMarkingColor;avatarMarkingOpacity,,
Component_Marking_Vitiligo_HandsPatch,markings,assets/svg/markings/Component_Marking_Vitiligo_HandsPatch.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarMarkingColor;avatarMarkingOpacity,,
Component_Accessibility_HearingAid_Left,accessibility,assets/svg/accessibility/Component_Accessibility_HearingAid_Left.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessibility_HearingAid_Right,accessibility,assets/svg/accessibility/Component_Accessibility_HearingAid_Right.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessibility_HearingAid_Both,accessibility,assets/svg/accessibility/Component_Accessibility_HearingAid_Both.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessibility_CochlearImplant_Left,accessibility,assets/svg/accessibility/Component_Accessibility_CochlearImplant_Left.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessibility_CochlearImplant_Right,accessibility,assets/svg/accessibility/Component_Accessibility_CochlearImplant_Right.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessibility_Glasses_Round,accessibility,assets/svg/accessibility/Component_Accessibility_Glasses_Round.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessibility_Glasses_Square,accessibility,assets/svg/accessibility/Component_Accessibility_Glasses_Square.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessibility_Glasses_ThickFrame,accessibility,assets/svg/accessibility/Component_Accessibility_Glasses_ThickFrame.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessibility_Eyepatch_Left,accessibility,assets/svg/accessibility/Component_Accessibility_Eyepatch_Left.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessibility_Eyepatch_Right,accessibility,assets/svg/accessibility/Component_Accessibility_Eyepatch_Right.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessory_None,accessories,assets/svg/accessories/Component_Accessory_None.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessory_Headphones,accessories,assets/svg/accessories/Component_Accessory_Headphones.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessory_Earbuds,accessories,assets/svg/accessories/Component_Accessory_Earbuds.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessory_Necklace,accessories,assets/svg/accessories/Component_Accessory_Necklace.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessory_Earrings_Stud,accessories,assets/svg/accessories/Component_Accessory_Earrings_Stud.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessory_Earrings_Hoop,accessories,assets/svg/accessories/Component_Accessory_Earrings_Hoop.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessory_Hat,accessories,assets/svg/accessories/Component_Accessory_Hat.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessory_Cap,accessories,assets/svg/accessories/Component_Accessory_Cap.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessory_CaregiverBadge,accessories,assets/svg/accessories/Component_Accessory_CaregiverBadge.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessory_TaskBadge,accessories,assets/svg/accessories/Component_Accessory_TaskBadge.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Accessory_RewardStar,accessories,assets/svg/accessories/Component_Accessory_RewardStar.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarAccessoryPrimaryColor;avatarAccessorySecondaryColor,,
Component_Clothing_TShirt,clothing,assets/svg/clothing/Component_Clothing_TShirt.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_Clothing_LongSleeve,clothing,assets/svg/clothing/Component_Clothing_LongSleeve.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_Clothing_Hoodie,clothing,assets/svg/clothing/Component_Clothing_Hoodie.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_Clothing_Jacket,clothing,assets/svg/clothing/Component_Clothing_Jacket.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_Clothing_Shirt,clothing,assets/svg/clothing/Component_Clothing_Shirt.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_Clothing_Polo,clothing,assets/svg/clothing/Component_Clothing_Polo.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_Clothing_Sweater,clothing,assets/svg/clothing/Component_Clothing_Sweater.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_Clothing_CaregiverBadge,clothing,assets/svg/clothing/Component_Clothing_CaregiverBadge.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_Clothing_TaskHelperBadge,clothing,assets/svg/clothing/Component_Clothing_TaskHelperBadge.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_Clothing_DoPeiMascotBadge,clothing,assets/svg/clothing/Component_Clothing_DoPeiMascotBadge.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_ClothingDetail_None,clothing_detail,assets/svg/clothing_detail/Component_ClothingDetail_None.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_ClothingDetail_Stripes,clothing_detail,assets/svg/clothing_detail/Component_ClothingDetail_Stripes.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_ClothingDetail_Pocket,clothing_detail,assets/svg/clothing_detail/Component_ClothingDetail_Pocket.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_ClothingDetail_Zip,clothing_detail,assets/svg/clothing_detail/Component_ClothingDetail_Zip.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_ClothingDetail_Drawstrings,clothing_detail,assets/svg/clothing_detail/Component_ClothingDetail_Drawstrings.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_ClothingDetail_ButtonLine,clothing_detail,assets/svg/clothing_detail/Component_ClothingDetail_ButtonLine.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarClothingPrimaryColor;avatarClothingSecondaryColor;avatarClothingAccentColor,,
Component_Expression_Neutral,expressions,assets/svg/expressions/Component_Expression_Neutral.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarExpressionState,,
Component_Expression_TaskFocus,expressions,assets/svg/expressions/Component_Expression_TaskFocus.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarExpressionState,,
Component_Expression_Reward,expressions,assets/svg/expressions/Component_Expression_Reward.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarExpressionState,,
Component_Expression_Overwhelmed,expressions,assets/svg/expressions/Component_Expression_Overwhelmed.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarExpressionState,,
Component_Expression_Listening,expressions,assets/svg/expressions/Component_Expression_Listening.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarExpressionState,,
Component_Expression_Thinking,expressions,assets/svg/expressions/Component_Expression_Thinking.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarExpressionState,,
Component_Expression_Calm,expressions,assets/svg/expressions/Component_Expression_Calm.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarExpressionState,,
Component_Expression_Encouraging,expressions,assets/svg/expressions/Component_Expression_Encouraging.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarExpressionState,,
Component_Expression_Tired,expressions,assets/svg/expressions/Component_Expression_Tired.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarExpressionState,,
Component_Expression_Proud,expressions,assets/svg/expressions/Component_Expression_Proud.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarExpressionState,,
Component_Expression_Confused,expressions,assets/svg/expressions/Component_Expression_Confused.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarExpressionState,,
Component_Expression_Relieved,expressions,assets/svg/expressions/Component_Expression_Relieved.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarExpressionState,,
Component_State_Idle,states,assets/svg/states/Component_State_Idle.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarTaskState;avatarRewardState;avatarOverwhelmState;avatarListeningState,,
Component_State_Listening,states,assets/svg/states/Component_State_Listening.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarTaskState;avatarRewardState;avatarOverwhelmState;avatarListeningState,,
Component_State_Thinking,states,assets/svg/states/Component_State_Thinking.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarTaskState;avatarRewardState;avatarOverwhelmState;avatarListeningState,,
Component_State_Focused,states,assets/svg/states/Component_State_Focused.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarTaskState;avatarRewardState;avatarOverwhelmState;avatarListeningState,,
Component_State_Rewarded,states,assets/svg/states/Component_State_Rewarded.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarTaskState;avatarRewardState;avatarOverwhelmState;avatarListeningState,,
Component_State_Overwhelmed,states,assets/svg/states/Component_State_Overwhelmed.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarTaskState;avatarRewardState;avatarOverwhelmState;avatarListeningState,,
Component_State_Calm,states,assets/svg/states/Component_State_Calm.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarTaskState;avatarRewardState;avatarOverwhelmState;avatarListeningState,,
Component_State_BodyDouble,states,assets/svg/states/Component_State_BodyDouble.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarTaskState;avatarRewardState;avatarOverwhelmState;avatarListeningState,,
Component_State_CaregiverSupport,states,assets/svg/states/Component_State_CaregiverSupport.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarTaskState;avatarRewardState;avatarOverwhelmState;avatarListeningState,,
Component_State_TaskComplete,states,assets/svg/states/Component_State_TaskComplete.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,avatarTaskState;avatarRewardState;avatarOverwhelmState;avatarListeningState,,
Component_Preset_RoundFace_CurlyHair_Glasses_Calm,presets,assets/svg/presets/Component_Preset_RoundFace_CurlyHair_Glasses_Calm.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,,preset,
Component_Preset_OvalFace_Locs_Focused,presets,assets/svg/presets/Component_Preset_OvalFace_Locs_Focused.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,,preset,
Component_Preset_SquareFace_BuzzCut_TaskFocus,presets,assets/svg/presets/Component_Preset_SquareFace_BuzzCut_TaskFocus.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,,preset,
Component_Preset_HeartFace_Hijab_Listening,presets,assets/svg/presets/Component_Preset_HeartFace_Hijab_Listening.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,,preset,
Component_Preset_LongFace_LongStraight_Thinking,presets,assets/svg/presets/Component_Preset_LongFace_LongStraight_Thinking.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,,preset,
Component_Preset_BroadFace_Afro_Reward,presets,assets/svg/presets/Component_Preset_BroadFace_Afro_Reward.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,,preset,
Component_Preset_SoftFace_BoxBraids_Encouraging,presets,assets/svg/presets/Component_Preset_SoftFace_BoxBraids_Encouraging.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,,preset,
Component_Preset_AngularFace_Turban_Calm,presets,assets/svg/presets/Component_Preset_AngularFace_Turban_Calm.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,,preset,
Component_Preset_FullFace_Cornrows_Overwhelmed,presets,assets/svg/presets/Component_Preset_FullFace_Cornrows_Overwhelmed.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,,preset,
Component_Preset_SlimFace_Bob_TaskComplete,presets,assets/svg/presets/Component_Preset_SlimFace_Bob_TaskComplete.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,,preset,
Component_Preset_DefinedJaw_Fade_Focused,presets,assets/svg/presets/Component_Preset_DefinedJaw_Fade_Focused.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,,preset,
Component_Preset_HighCheekbones_Headscarf_Relieved,presets,assets/svg/presets/Component_Preset_HighCheekbones_Headscarf_Relieved.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,,preset,
Component_Preset_Reference_CurlyAuburn_Freckles_Denim,presets,assets/svg/presets/Component_Preset_Reference_CurlyAuburn_Freckles_Denim.svg,True,True,3d_mobile_avatar_svg,attached_curly_auburn_avatar,,preset,
